distance,speed,brake_pressure
22,6,2.0
23,6,2.0
24,6,2.0
25,6,2.0
26,6,2.0
27,6,2.0
28,6,2.0
29,6,2.0000000000000004
30,6,1.9999999999999998
31,6,2.0000000000000004
32,6,2.0
33,6,1.9999999999999998
34,6,2.0
35,6,2.0
36,6,2.0
37,6,1.9999999999999998
38,6,2.0
39,6,2.0000000000000004
40,6,1.9999999999999998
41,6,2.0000000000000004
42,6,2.0
43,6,2.0
44,6,2.0
45,6,2.0
46,6,2.0
47,6,2.0
48,6,2.0
49,6,2.0000000000000004
50,6,1.9999999999999998
51,6,2.0000000000000004
52,6,2.0
53,6,1.9999999999999998
54,6,2.0
55,6,2.0
56,6,2.0
57,6,1.9999999999999998
58,6,2.0
59,6,2.0000000000000004
60,6,1.9999999999999998
61,6,2.0000000000000004
62,6,2.0
63,6,2.0
64,6,2.0
65,6,2.0
66,6,2.0
67,6,2.0
68,6,2.0
69,6,2.0000000000000004
70,6,1.9999999999999998
71,6,2.0000000000000004
72,6,2.0
73,6,1.9999999999999998
74,6,2.0
75,6,2.0
76,6,2.0000000000000004
77,6,2.0
78,6,2.0
79,6,2.0
80,6,1.9999999999999998
81,6,2.0
82,6,2.0
83,6,2.0
84,6,2.0000000000000004
85,6,2.0
86,6,2.0000000000000004
87,6,2.0
88,6,2.0000000000000004
89,6,2.0
90,6,2.0
91,6,2.0000000000000004
92,6,2.0
93,6,2.0
0,7,6.0
1,7,6.0
2,7,6.0
3,7,6.0
4,7,6.000000000000001
5,7,6.0
6,7,6.000000000000001
7,7,6.0
8,7,6.0
9,7,5.999999999999999
10,7,6.0
11,7,5.376134453781513
12,7,4.879999999999999
13,7,4.4639999999999995
14,7,4.098285714285714
15,7,3.762237762237762
16,7,3.4400000000000004
17,7,3.1177622377622374
18,7,2.7817142857142856
19,7,2.416
20,7,1.9999999999999998
21,7,2.0000000000000004
22,7,2.0
23,7,1.9999999999999998
24,7,1.9999999999999998
25,7,1.9999999999999998
26,7,1.9999999999999998
27,7,1.9999999999999998
28,7,2.0
29,7,2.0000000000000004
30,7,1.9999999999999998
31,7,2.0000000000000004
32,7,2.0
33,7,1.9999999999999998
34,7,2.0
35,7,2.0
36,7,2.0
37,7,1.9999999999999998
38,7,2.0
39,7,2.0000000000000004
40,7,1.9999999999999998
41,7,2.0000000000000004
42,7,2.0
43,7,1.9999999999999998
44,7,1.9999999999999998
45,7,1.9999999999999998
46,7,1.9999999999999998
47,7,1.9999999999999998
48,7,2.0
49,7,2.0000000000000004
50,7,1.9999999999999998
51,7,2.0000000000000004
52,7,2.0
53,7,1.9999999999999998
54,7,2.0
55,7,2.0
56,7,2.0
57,7,1.9999999999999998
58,7,2.0
59,7,2.0000000000000004
60,7,1.9999999999999998
61,7,2.0000000000000004
62,7,2.0
63,7,1.9999999999999998
64,7,1.9999999999999998
65,7,1.9999999999999998
66,7,1.9999999999999998
67,7,1.9999999999999998
68,7,2.0
69,7,2.0000000000000004
70,7,1.9999999999999998
71,7,2.0000000000000004
72,7,2.0
73,7,1.9999999999999998
74,7,2.0
75,7,2.0
76,7,2.0000000000000004
77,7,2.0
78,7,2.0
79,7,2.0
80,7,1.9999999999999998
81,7,2.0
82,7,2.0
83,7,2.0
84,7,2.0000000000000004
85,7,2.0
86,7,2.0000000000000004
87,7,2.0
88,7,2.0000000000000004
89,7,2.0
90,7,2.0
91,7,2.0000000000000004
92,7,2.0
0,8,6.000000000000001
1,8,6.000000000000001
2,8,6.000000000000001
3,8,6.000000000000001
4,8,6.000000000000001
5,8,6.0
6,8,6.000000000000001
7,8,6.0
8,8,6.0
9,8,5.999999999999999
10,8,6.0
11,8,5.376134453781513
12,8,4.879999999999999
13,8,4.4639999999999995
14,8,4.098285714285714
15,8,3.762237762237762
16,8,3.4400000000000004
17,8,3.1177622377622374
18,8,2.7817142857142856
19,8,2.416
20,8,1.9999999999999998
21,8,2.0000000000000004
22,8,2.0
23,8,2.0
24,8,2.0
25,8,2.0
26,8,2.0
27,8,2.0
28,8,2.0
29,8,2.0000000000000004
30,8,1.9999999999999998
31,8,2.0000000000000004
32,8,2.0
33,8,1.9999999999999998
34,8,2.0
35,8,2.0
36,8,2.0
37,8,1.9999999999999998
38,8,2.0
39,8,2.0000000000000004
40,8,1.9999999999999998
41,8,2.0000000000000004
42,8,2.0
43,8,2.0
44,8,2.0
45,8,2.0
46,8,2.0
47,8,2.0
48,8,2.0
49,8,2.0000000000000004
50,8,1.9999999999999998
51,8,2.0000000000000004
52,8,2.0
53,8,1.9999999999999998
54,8,2.0
55,8,2.0
56,8,2.0
57,8,1.9999999999999998
58,8,2.0
59,8,2.0000000000000004
60,8,1.9999999999999998
61,8,2.0000000000000004
62,8,2.0
63,8,2.0
64,8,2.0
65,8,2.0
66,8,2.0
67,8,2.0
68,8,2.0
69,8,2.0000000000000004
70,8,1.9999999999999998
71,8,2.0000000000000004
72,8,2.0
73,8,1.9999999999999998
74,8,2.0
75,8,2.0
76,8,2.0000000000000004
77,8,2.0
78,8,2.0
79,8,2.0
80,8,1.9999999999999998
81,8,2.0
82,8,2.0
83,8,2.0
84,8,2.0000000000000004
85,8,2.0
86,8,2.0000000000000004
87,8,2.0
88,8,2.0000000000000004
89,8,2.0
90,8,2.0
91,8,2.0000000000000004
0,9,5.999999999999999
1,9,5.999999999999999
2,9,5.999999999999999
3,9,5.999999999999999
4,9,5.999999999999999
5,9,6.0
6,9,6.000000000000001
7,9,6.0
8,9,6.0
9,9,5.999999999999999
10,9,6.0
11,9,5.376134453781513
12,9,4.879999999999999
13,9,4.4639999999999995
14,9,4.098285714285714
15,9,3.762237762237762
16,9,3.4400000000000004
17,9,3.1177622377622374
18,9,2.7817142857142856
19,9,2.416
20,9,1.9999999999999998
21,9,2.0000000000000004
22,9,2.0000000000000004
23,9,2.0000000000000004
24,9,2.0000000000000004
25,9,2.0000000000000004
26,9,2.0000000000000004
27,9,2.0000000000000004
28,9,2.0000000000000004
29,9,2.0000000000000004
30,9,1.9999999999999998
31,9,2.0000000000000004
32,9,2.0
33,9,1.9999999999999998
34,9,2.0
35,9,2.0
36,9,2.0
37,9,1.9999999999999998
38,9,2.0
39,9,2.0000000000000004
40,9,1.9999999999999998
41,9,2.0000000000000004
42,9,2.0000000000000004
43,9,2.0000000000000004
44,9,2.0000000000000004
45,9,2.0000000000000004
46,9,2.0000000000000004
47,9,2.0000000000000004
48,9,2.0000000000000004
49,9,2.0000000000000004
50,9,1.9999999999999998
51,9,2.0000000000000004
52,9,2.0
53,9,1.9999999999999998
54,9,2.0
55,9,2.0
56,9,2.0
57,9,1.9999999999999998
58,9,2.0
59,9,2.0000000000000004
60,9,1.9999999999999998
61,9,2.0000000000000004
62,9,2.0000000000000004
63,9,2.0000000000000004
64,9,2.0000000000000004
65,9,2.0000000000000004
66,9,2.0000000000000004
67,9,2.0000000000000004
68,9,2.0000000000000004
69,9,2.0000000000000004
70,9,1.9999999999999998
71,9,2.0000000000000004
72,9,2.0
73,9,1.9999999999999998
74,9,2.0
75,9,2.0
76,9,2.0000000000000004
77,9,2.0
78,9,2.0
79,9,2.0
80,9,1.9999999999999998
81,9,2.0
82,9,2.0
83,9,2.0
84,9,2.0000000000000004
85,9,2.0
86,9,2.0000000000000004
87,9,2.0
88,9,2.0000000000000004
89,9,2.0
90,9,2.0
0,10,6.0
1,10,6.0
2,10,6.0
3,10,6.0
4,10,6.0
5,10,6.0
6,10,6.000000000000001
7,10,6.0
8,10,6.0
9,10,5.999999999999999
10,10,6.0
11,10,5.376134453781513
12,10,4.879999999999999
13,10,4.4639999999999995
14,10,4.098285714285714
15,10,3.762237762237762
16,10,3.4400000000000004
17,10,3.1177622377622374
18,10,2.7817142857142856
19,10,2.416
20,10,1.9999999999999998
21,10,2.0000000000000004
22,10,2.0000000000000004
23,10,2.0000000000000004
24,10,2.0000000000000004
25,10,2.0000000000000004
26,10,2.0000000000000004
27,10,2.0000000000000004
28,10,2.0000000000000004
29,10,2.0000000000000004
30,10,1.9999999999999998
31,10,2.0000000000000004
32,10,2.0
33,10,1.9999999999999998
34,10,2.0
35,10,2.0
36,10,2.0
37,10,1.9999999999999998
38,10,2.0
39,10,2.0000000000000004
40,10,1.9999999999999998
41,10,2.0000000000000004
42,10,2.0000000000000004
43,10,2.0000000000000004
44,10,2.0000000000000004
45,10,2.0000000000000004
46,10,2.0000000000000004
47,10,2.0000000000000004
48,10,2.0000000000000004
49,10,2.0000000000000004
50,10,1.9999999999999998
51,10,2.0000000000000004
52,10,2.0
53,10,1.9999999999999998
54,10,2.0
55,10,2.0
56,10,2.0
57,10,1.9999999999999998
58,10,2.0
59,10,2.0000000000000004
60,10,1.9999999999999998
61,10,2.0000000000000004
62,10,2.0000000000000004
63,10,2.0000000000000004
64,10,2.0000000000000004
65,10,2.0000000000000004
66,10,2.0000000000000004
67,10,2.0000000000000004
68,10,2.0000000000000004
69,10,2.0000000000000004
70,10,1.9999999999999998
71,10,2.0000000000000004
72,10,2.0
73,10,1.9999999999999998
74,10,2.0
75,10,2.0
76,10,2.0000000000000004
77,10,2.0
78,10,2.0
79,10,2.0
80,10,1.9999999999999998
81,10,2.0
82,10,2.0
83,10,2.0
84,10,2.0000000000000004
85,10,2.0
86,10,2.0000000000000004
87,10,2.0
88,10,2.0000000000000004
89,10,2.0
0,11,6.0
1,11,6.0
2,11,6.0
3,11,6.0
4,11,6.0
5,11,6.0
6,11,6.000000000000001
7,11,6.0
8,11,6.0
9,11,5.999999999999999
10,11,6.0
11,11,5.376134453781513
12,11,4.879999999999999
13,11,4.4639999999999995
14,11,4.098285714285714
15,11,3.762237762237762
16,11,3.4400000000000004
17,11,3.1177622377622374
18,11,2.7817142857142856
19,11,2.416
20,11,1.9999999999999998
21,11,2.0000000000000004
22,11,2.0000000000000004
23,11,2.0000000000000004
24,11,2.0000000000000004
25,11,2.0000000000000004
26,11,2.0000000000000004
27,11,2.0000000000000004
28,11,2.0000000000000004
29,11,2.0000000000000004
30,11,1.9999999999999998
31,11,2.0000000000000004
32,11,2.0
33,11,1.9999999999999998
34,11,2.0
35,11,2.0
36,11,2.0
37,11,1.9999999999999998
38,11,2.0
39,11,2.0000000000000004
40,11,1.9999999999999998
41,11,2.0000000000000004
42,11,2.0000000000000004
43,11,2.0000000000000004
44,11,2.0000000000000004
45,11,2.0000000000000004
46,11,2.0000000000000004
47,11,2.0000000000000004
48,11,2.0000000000000004
49,11,2.0000000000000004
50,11,1.9999999999999998
51,11,2.0000000000000004
52,11,2.0
53,11,1.9999999999999998
54,11,2.0
55,11,2.0
56,11,2.0
57,11,1.9999999999999998
58,11,2.0
59,11,2.0000000000000004
60,11,1.9999999999999998
61,11,2.0000000000000004
62,11,2.0000000000000004
63,11,2.0000000000000004
64,11,2.0000000000000004
65,11,2.0000000000000004
66,11,2.0000000000000004
67,11,2.0000000000000004
68,11,2.0000000000000004
69,11,2.0000000000000004
70,11,1.9999999999999998
71,11,2.0000000000000004
72,11,2.0
73,11,1.9999999999999998
74,11,2.0
75,11,2.0
76,11,2.0000000000000004
77,11,2.0
78,11,2.0
79,11,2.0
80,11,1.9999999999999998
81,11,2.0
82,11,2.0
83,11,2.0
84,11,2.0000000000000004
85,11,2.0
86,11,2.0000000000000004
87,11,2.0
88,11,2.0000000000000004
0,12,6.000000000000001
1,12,6.000000000000001
2,12,6.000000000000001
3,12,6.000000000000001
4,12,6.000000000000001
5,12,6.000000000000001
6,12,6.000000000000001
7,12,6.0
8,12,6.0
9,12,5.999999999999999
10,12,6.0
11,12,5.376134453781513
12,12,4.879999999999999
13,12,4.4639999999999995
14,12,4.098285714285714
15,12,3.762237762237762
16,12,3.4400000000000004
17,12,3.1177622377622374
18,12,2.7817142857142856
19,12,2.416
20,12,1.9999999999999998
21,12,2.0
22,12,2.0
23,12,2.0
24,12,2.0
25,12,2.0
26,12,2.0
27,12,2.0
28,12,2.0
29,12,2.0
30,12,1.9999999999999998
31,12,2.0000000000000004
32,12,2.0
33,12,1.9999999999999998
34,12,2.0
35,12,2.0
36,12,2.0
37,12,1.9999999999999998
38,12,2.0
39,12,2.0000000000000004
40,12,1.9999999999999998
41,12,2.0
42,12,2.0
43,12,2.0
44,12,2.0
45,12,2.0
46,12,2.0
47,12,2.0
48,12,2.0
49,12,2.0
50,12,1.9999999999999998
51,12,2.0000000000000004
52,12,2.0
53,12,1.9999999999999998
54,12,2.0
55,12,2.0
56,12,2.0
57,12,1.9999999999999998
58,12,2.0
59,12,2.0000000000000004
60,12,1.9999999999999998
61,12,2.0
62,12,2.0
63,12,2.0
64,12,2.0
65,12,2.0
66,12,2.0
67,12,2.0
68,12,2.0
69,12,2.0
70,12,1.9999999999999998
71,12,2.0000000000000004
72,12,2.0
73,12,1.9999999999999998
74,12,2.0
75,12,2.0
76,12,2.0000000000000004
77,12,2.0
78,12,2.0
79,12,2.0
80,12,1.9999999999999998
81,12,2.0
82,12,2.0
83,12,2.0
84,12,2.0000000000000004
85,12,2.0
86,12,2.0000000000000004
87,12,2.0
0,13,6.000000000000001
1,13,6.000000000000001
2,13,6.000000000000001
3,13,6.000000000000001
4,13,6.000000000000001
5,13,6.000000000000001
6,13,6.000000000000001
7,13,6.0
8,13,6.0
9,13,5.999999999999999
10,13,6.0
11,13,5.376134453781513
12,13,4.879999999999999
13,13,4.4639999999999995
14,13,4.098285714285714
15,13,3.762237762237762
16,13,3.4400000000000004
17,13,3.1177622377622374
18,13,2.7817142857142856
19,13,2.416
20,13,1.9999999999999998
21,13,2.0000000000000004
22,13,2.0000000000000004
23,13,2.0000000000000004
24,13,2.0000000000000004
25,13,2.0000000000000004
26,13,2.0000000000000004
27,13,2.0000000000000004
28,13,2.0000000000000004
29,13,2.0000000000000004
30,13,1.9999999999999998
31,13,2.0000000000000004
32,13,2.0
33,13,1.9999999999999998
34,13,2.0
35,13,2.0
36,13,2.0
37,13,1.9999999999999998
38,13,2.0
39,13,2.0000000000000004
40,13,1.9999999999999998
41,13,2.0000000000000004
42,13,2.0000000000000004
43,13,2.0000000000000004
44,13,2.0000000000000004
45,13,2.0000000000000004
46,13,2.0000000000000004
47,13,2.0000000000000004
48,13,2.0000000000000004
49,13,2.0000000000000004
50,13,1.9999999999999998
51,13,2.0000000000000004
52,13,2.0
53,13,1.9999999999999998
54,13,2.0
55,13,2.0
56,13,2.0
57,13,1.9999999999999998
58,13,2.0
59,13,2.0000000000000004
60,13,1.9999999999999998
61,13,2.0000000000000004
62,13,2.0000000000000004
63,13,2.0000000000000004
64,13,2.0000000000000004
65,13,2.0000000000000004
66,13,2.0000000000000004
67,13,2.0000000000000004
68,13,2.0000000000000004
69,13,2.0000000000000004
70,13,1.9999999999999998
71,13,2.0000000000000004
72,13,2.0
